Query ID	Neighbor ID	Neighbor Pfam	SSN Query Cluster #	SSN Query Cluster Color	Query-Neighbor Distance	Query-Neighbor Directions
Q5BBP7	Q5BBQ4	none	1	#FF0000	07	normal-complement
Q5BBP7	C8VLF6	none	1	#FF0000	05	normal-normal
Q5BBP7	C8VLF7	none	1	#FF0000	04	normal-normal
Q5BBP7	C8VLG5	none	1	#FF0000	04	normal-complement
Q5BBP7	Q5BBN9	none	1	#FF0000	09	normal-normal
A0A0M8P3X8	A0A0M8P0I8	none	1	#FF0000	08	complement-complement
A0A0M8P3X8	A0A0M8P7Q2	none	1	#FF0000	05	complement-complement
A0A0M8P3X8	A0A0M9WFL6	none	1	#FF0000	07	complement-normal
A0A1U8QG93	A0A1U8QH46	none	1	#FF0000	09	normal-complement
A0A1U8QG93	A0A1U8QPV0	none	1	#FF0000	07	normal-complement
A0A1U8QG93	Q5BBQ1	none	1	#FF0000	04	normal-normal
A0A1U8QG93	A0A1U8QGX3	none	1	#FF0000	08	normal-normal
A0A8H3XSE1	A0A8H3SID8	none	1	#FF0000	04	normal-complement
A0A0A2LKC5	A0A0A2LAB8	none	1	#FF0000	06	complement-complement
A0A0A2LKC5	A0A0A2LCG0	none	1	#FF0000	03	complement-normal
A0A8E0R147	A0A8E0V3V1	none	1	#FF0000	08	complement-normal
A0A8E0R147	A0A8E0V0W2	none	1	#FF0000	07	complement-complement
A0A8E0R147	A0A8E0R260	none	1	#FF0000	04	complement-complement
A0A8E0R147	A0A8E0V3V5	none	1	#FF0000	07	complement-normal
A0A8E0R147	A0A8E0V0W7	none	1	#FF0000	08	complement-normal
F0XBR2	F0XBQ2	none	1	#FF0000	10	normal-complement
F0XBR2	F0XBQ3	none	1	#FF0000	09	normal-complement
F0XBR2	F0XBQ4	none	1	#FF0000	08	normal-complement
F0XBR2	F0XBQ6	none	1	#FF0000	06	normal-complement
F0XBR2	F0XBQ9	none	1	#FF0000	03	normal-normal
F0XBR2	F0XBR9	none	1	#FF0000	07	normal-complement
F0XBR2	F0XBS2	none	1	#FF0000	10	normal-normal
U1G8I1	U1HWH8	none	1	#FF0000	08	complement-complement
U1G8I1	U1G8H7	none	1	#FF0000	05	complement-complement
A0A178AXU7	A0A178AXT6	none	1	#FF0000	10	complement-normal
A0A178AXU7	A0A178AXA0	none	1	#FF0000	09	complement-complement
A0A178AXU7	A0A178AWP9	none	1	#FF0000	06	complement-normal
A0A178AXU7	A0A178AXL5	none	1	#FF0000	09	complement-normal
A0A1Y2W7W6	A0A1Y2WAU9	none	1	#FF0000	04	normal-complement
A0A1Y2W7W6	A0A1Y2WA65	none	1	#FF0000	03	normal-complement
A0A1Y2W7W6	A0A1Y2WA75	none	1	#FF0000	07	normal-normal
A0A317W0K9	A0A317VZD3	none	1	#FF0000	06	complement-normal
A0A317W0K9	A0A317VXI4	none	1	#FF0000	05	complement-normal
A0A317W0K9	A0A317W1N5	none	1	#FF0000	06	complement-normal
A0A317W0K9	A0A317VZT2	none	1	#FF0000	08	complement-normal
A0A317W0K9	A0A317W4P7	none	1	#FF0000	09	complement-normal
A0A317W0K9	A0A317W0M0	none	1	#FF0000	10	complement-normal
A0A194W0Y1	A0A194W0E2	none	1	#FF0000	10	complement-complement
A0A194W0Y1	A0A194W0Y0	none	1	#FF0000	09	complement-complement
A0A194W0Y1	A0A194W1F2	none	1	#FF0000	06	complement-normal
A0A194W0Y1	A0A194W096	none	1	#FF0000	02	complement-normal
A0A194W0Y1	A0A194W052	none	1	#FF0000	05	complement-complement
A0A194W0Y1	A0A194W097	none	1	#FF0000	06	complement-complement
A0A423W159	A0A423W1D4	none	1	#FF0000	08	normal-complement
A0A423W159	A0A423W1A4	none	1	#FF0000	05	normal-normal
A0A017S3U6	A0A017S413	none	1	#FF0000	06	normal-normal
A0A017S3U6	A0A017S3U2	none	1	#FF0000	05	normal-normal
A0A017S3U6	A0A017S4Y5	none	1	#FF0000	01	normal-complement
A0A139GXS7	A0A139GXW0	none	1	#FF0000	03	normal-complement
A0A139GXS7	A0A139GXR7	none	1	#FF0000	10	normal-normal
A0A139IQ18	A0A139IQ91	none	1	#FF0000	03	complement-complement
A0A139IQ18	A0A139IPM3	none	1	#FF0000	04	complement-normal
A0A139IQ18	A0A139IQ29	none	1	#FF0000	05	complement-complement
A0A139IQ18	A0A139IQ39	none	1	#FF0000	07	complement-normal
A0A139IQ18	A0A139IQ67	none	1	#FF0000	08	complement-complement
A0A139IQ18	A0A139IPV3	none	1	#FF0000	09	complement-normal
A0A139IQ18	A0A139IPN6	none	1	#FF0000	10	complement-complement
A0A0A1T9W8	A0A0A1T300	none	1	#FF0000	08	complement-complement
A0A0A1T9W8	A0A0A1TLE8	none	1	#FF0000	04	complement-normal
A0A0A1T9W8	A0A0A1T9X3	none	1	#FF0000	05	complement-normal
A0A0A1T9W8	A0A0A1TL40	none	1	#FF0000	06	complement-normal
A0A0A1T9W8	A0A0A1TLF2	none	1	#FF0000	09	complement-complement
L7J024	L7J1Y7	none	1	#FF0000	07	complement-normal
L7J024	L7IZY5	none	1	#FF0000	06	complement-normal
L7J024	L7J020	none	1	#FF0000	05	complement-normal
L7J024	L7J1Z1	none	1	#FF0000	02	complement-normal
L7J024	L7J030	none	1	#FF0000	05	complement-normal
L7J024	L7J056	none	1	#FF0000	06	complement-normal
L7J024	L7J143	none	1	#FF0000	07	complement-complement
L7J024	L7J1Z8	none	1	#FF0000	08	complement-complement
L7J024	L7IZZ7	none	1	#FF0000	09	complement-complement
L7J024	L7J035	none	1	#FF0000	10	complement-normal
L7I6Q7	L7I6P5	none	1	#FF0000	10	normal-complement
L7I6Q7	L7I6S3	none	1	#FF0000	09	normal-normal
L7I6Q7	L7I6Z0	none	1	#FF0000	08	normal-normal
L7I6Q7	L7I7K3	none	1	#FF0000	07	normal-normal
L7I6Q7	L7I8R2	none	1	#FF0000	06	normal-complement
L7I6Q7	L7I6Q1	none	1	#FF0000	05	normal-complement
L7I6Q7	L7I6Z9	none	1	#FF0000	02	normal-complement
L7I6Q7	L7I6R1	none	1	#FF0000	05	normal-complement
L7I6Q7	L7I6T5	none	1	#FF0000	06	normal-complement
L7I6Q7	L7I703	none	1	#FF0000	07	normal-complement
L7I6Q7	L7I8S7	none	1	#FF0000	09	normal-complement
A0A4P7NIK6	A0A4P7NIC4	none	1	#FF0000	09	normal-normal
A0A4P7NIK6	A0A4V1C711	none	1	#FF0000	08	normal-normal
A0A4P7NIK6	A0A4P7NID3	none	1	#FF0000	07	normal-normal
A0A4P7NIK6	A0A4P7NIH8	none	1	#FF0000	06	normal-complement
A0A4P7NIK6	A0A4P7NID0	none	1	#FF0000	05	normal-complement
A0A4P7NIK6	A0A4P7NIE6	none	1	#FF0000	03	normal-normal
A0A4P7NIK6	A0A4V1C712	none	1	#FF0000	02	normal-complement
A0A4P7NIK6	A0A4P7NIE0	none	1	#FF0000	05	normal-complement
A0A4P7NIK6	A0A4P7NID6	none	1	#FF0000	06	normal-complement
A0A4P7NIK6	A0A4P7NIF6	none	1	#FF0000	07	normal-complement
A0A4P7NIK6	A0A4P7NIF2	none	1	#FF0000	09	normal-complement
G4N9D2	G4N9C2	none	1	#FF0000	10	normal-complement
G4N9D2	G4N9C4	none	1	#FF0000	08	normal-normal
G4N9D2	G4N9C5	none	1	#FF0000	07	normal-normal
G4N9D2	G4N9C6	none	1	#FF0000	06	normal-complement
G4N9D2	G4N9C7	none	1	#FF0000	05	normal-complement
G4N9D2	G4N9D4	none	1	#FF0000	02	normal-complement
G4N9D2	G4N9D7	none	1	#FF0000	05	normal-complement
G4N9D2	G4N9D8	none	1	#FF0000	06	normal-complement
G4N9D2	G4N9D9	none	1	#FF0000	07	normal-complement
G4N9D2	G4N9E0	none	1	#FF0000	08	normal-complement
A0A1E1MJI6	A0A1E1MJH9	none	1	#FF0000	10	normal-complement
A0A1E1MJI6	A0A1E1MIG4	none	1	#FF0000	08	normal-normal
A0A1E1MJI6	A0A1E1MIH5	none	1	#FF0000	02	normal-normal
A0A1E1MJI6	A0A1E1MIG3	none	1	#FF0000	03	normal-normal
A0A1E1MJI6	A0A1E1MIE2	none	1	#FF0000	04	normal-normal
A0A1E1MJI6	A0A1E1MIJ1	none	1	#FF0000	07	normal-complement
A0A1E1MJI6	A0A1E1MII1	none	1	#FF0000	08	normal-normal
A0A1E1MJI6	A0A1E1MII0	none	1	#FF0000	09	normal-normal
A0A1E1MJI6	A0A1E1MJJ1	none	1	#FF0000	10	normal-normal
A0A1E1LE35	A0A1E1LE15	none	1	#FF0000	10	complement-complement
A0A1E1LE35	A0A1E1LE27	none	1	#FF0000	09	complement-complement
A0A1E1LE35	A0A1E1LE24	none	1	#FF0000	04	complement-complement
A0A1E1LE35	A0A1E1LE39	none	1	#FF0000	03	complement-complement
A0A1E1LE35	A0A1E1LE33	none	1	#FF0000	02	complement-complement
A0A1E1LE35	A0A1E1LED9	none	1	#FF0000	04	complement-complement
A0A1E1LE35	A0A1E1LEI6	none	1	#FF0000	09	complement-complement
A0A1E1LFY3	A0A1E1LFV7	none	1	#FF0000	10	complement-complement
A0A1E1LFY3	A0A1E1LFY7	none	1	#FF0000	09	complement-complement
A0A1E1LFY3	A0A1E1LFZ7	none	1	#FF0000	04	complement-complement
A0A1E1LFY3	A0A1E1LFQ1	none	1	#FF0000	03	complement-complement
A0A1E1LFY3	A0A1E1LFR3	none	1	#FF0000	02	complement-complement
A0A1E1LFY3	A0A1E1LFS4	none	1	#FF0000	04	complement-complement
A0A1E1LFY3	A0A1E1LFR0	none	1	#FF0000	09	complement-complement
A0A139HC44	A0A139HC43	none	1	#FF0000	09	normal-normal
A0A139HC44	A0A139HC30	none	1	#FF0000	08	normal-normal
A0A139HC44	A0A139HCD8	none	1	#FF0000	07	normal-complement
A0A139HC44	A0A139HC70	none	1	#FF0000	02	normal-normal
A0A139HC44	A0A139HC40	none	1	#FF0000	10	normal-complement
A0A139HR30	A0A139HR37	none	1	#FF0000	03	complement-complement
A0A139GXW2	A0A139GXR7	none	1	#FF0000	01	complement-normal
A0A139IPK4	A0A139IPG0	none	1	#FF0000	10	normal-normal
A0A139IPK4	A0A139IPL9	none	1	#FF0000	09	normal-normal
A0A139IPK4	A0A139IPS1	none	1	#FF0000	08	normal-normal
A0A139IPK4	A0A139IPF9	none	1	#FF0000	07	normal-normal
A0A139IPK4	A0A139IPP5	none	1	#FF0000	06	normal-normal
A0A139IPK4	A0A139IPG9	none	1	#FF0000	02	normal-normal
A0A0C1C4B2	A0A0C1E341	none	1	#FF0000	02	complement-complement
A0A0C1C4B2	A0A0C1C4B6	none	1	#FF0000	05	complement-complement
A0A0C1C4B2	A0A0C1BWJ7	none	1	#FF0000	06	complement-normal
A0A0U5GZ31	A0A0U5CB48	none	1	#FF0000	10	normal-complement
A0A0U5GZ31	A0A0U5G6P6	none	1	#FF0000	07	normal-complement
A0A0U5GZ31	A0A0U5G7M7	none	1	#FF0000	06	normal-normal
A0A0U5GZ31	A0A0U5GA85	none	1	#FF0000	05	normal-normal
A0A0U5GZ31	A0A0U5G7P7	none	1	#FF0000	10	normal-normal
A0A1L9PH95	A0A1L9PHB7	none	1	#FF0000	05	normal-complement
A0A1L9PH95	A0A1L9PHA5	none	1	#FF0000	10	normal-normal
A0A1L9TQ57	A0A1L9TQ50	none	1	#FF0000	10	normal-complement
A0A1L9TQ57	A0A1L9TQ69	none	1	#FF0000	04	normal-complement
A0A1L9TQ57	A0A1L9TQ78	none	1	#FF0000	04	normal-normal
A0A1L9TQ57	A0A1L9TQC6	none	1	#FF0000	09	normal-normal
A0A1L9TQ57	A0A1L9TQ75	none	1	#FF0000	10	normal-complement
A0A0F8UJB5	A0A0F8WPR8	none	1	#FF0000	02	complement-normal
A0A0F8UJB5	A0A0F8UJB7	none	1	#FF0000	03	complement-complement
A0A0F8UJB5	A0A0F8X7S8	none	1	#FF0000	06	complement-normal
A0A2T5M0L3	A0A2T5M0L8	none	1	#FF0000	05	normal-complement
A0A2T5M0L3	A0A2T5M0M2	none	1	#FF0000	10	normal-complement
A0A5N5WSD0	A0A5N5WWA0	none	1	#FF0000	09	normal-normal
A0A5N5WSD0	A0A5N5WS85	none	1	#FF0000	08	normal-normal
A0A5N5WSD0	A0A5N5WW06	none	1	#FF0000	07	normal-complement
A0A5N6DRE9	A0A5N6DRE8	none	1	#FF0000	05	complement-normal
A0A5N6DRE9	A0A5N6DRF8	none	1	#FF0000	05	complement-complement
A0A5N6DRE9	A0A5N6DSG8	none	1	#FF0000	08	complement-normal
A0A5N6DRE9	A0A5N6DRM7	none	1	#FF0000	09	complement-complement
A0A7U2R171	A0A7U2MYL2	none	1	#FF0000	07	complement-complement
A0A7U2R171	A0A7U2MYN9	none	1	#FF0000	08	complement-normal
A0A7U2R171	A0A7G5KLG9	none	1	#FF0000	10	complement-normal
A0A5N6IBM5	A0A5N6IBL2	none	1	#FF0000	10	normal-normal
A0A5N6IBM5	A0A5N7D8T6	none	1	#FF0000	09	normal-complement
A0A5N6IBM5	A0A5N7D9P6	none	1	#FF0000	06	normal-complement
A0A5N6IBM5	A0A5N6I7W8	none	1	#FF0000	05	normal-normal
A0A5N6IBM5	A0A5N7D495	none	1	#FF0000	04	normal-complement
A0A5N6IBM5	A0A5N6I9R7	none	1	#FF0000	07	normal-normal
A0A5N7EA81	A0A5N7E9B9	none	1	#FF0000	08	complement-normal
A0A5N7EA81	A0A5N7E989	none	1	#FF0000	07	complement-complement
A0A5N7EA81	A0A5N7E957	none	1	#FF0000	08	complement-normal
B8NVJ7	B8NVK3	none	1	#FF0000	07	complement-complement
B8NVJ7	B8NVK4	none	1	#FF0000	08	complement-normal
B8NVJ7	B8NVK6	none	1	#FF0000	10	complement-complement
A0A5N6H562	A0A5N6H6A5	none	1	#FF0000	09	normal-complement
A0A5N6H562	A0A5N6H920	none	1	#FF0000	06	normal-normal
A0A5N6T608	A0A5N6T5Z9	none	1	#FF0000	10	normal-normal
A0A5N6T608	A0A5N6T660	none	1	#FF0000	08	normal-normal
A0A5N6T608	A0A5N6T5U3	none	1	#FF0000	07	normal-complement
A0A5N6T608	A0A5N6T5T0	none	1	#FF0000	06	normal-normal
A0A5N6T608	A0A5N6T5U4	none	1	#FF0000	01	normal-normal
A0A5N6T608	A0A5N6T5U0	none	1	#FF0000	04	normal-complement
A0A7G5JM20	B8NVK6	none	1	#FF0000	10	normal-normal
A0A7G5JM20	A0A7G5JM12	none	1	#FF0000	08	normal-normal
A0A7G5JM20	A0A7G5JM13	none	1	#FF0000	07	normal-complement
A0A7G5JM20	B8NVK3	none	1	#FF0000	05	normal-normal
A0A5N6VWR8	A0A5N6VYD2	none	1	#FF0000	09	normal-normal
A0A5N6VWR8	A0A5N6W007	none	1	#FF0000	08	normal-complement
A0A5N6VWR8	A0A5N6VVZ8	none	1	#FF0000	05	normal-normal
A0A5N6VWR8	A0A5N6VWF8	none	1	#FF0000	04	normal-complement
I8U6M2	I8AAI2	none	1	#FF0000	10	normal-normal
I8U6M2	I8ABG5	none	1	#FF0000	08	normal-complement
Q2TXK3	Q2TXJ7	none	1	#FF0000	07	normal-normal
Q2TXK3	Q2TXJ5	none	1	#FF0000	09	normal-complement
A0A5N7D8W9	A0A5N7D8W0	none	1	#FF0000	10	normal-normal
A0A5N7D8W9	A0A5N7D8T6	none	1	#FF0000	09	normal-complement
A0A5N7D8W9	A0A5N7D9P6	none	1	#FF0000	06	normal-complement
A0A5N7D8W9	A0A5N6I7W8	none	1	#FF0000	05	normal-normal
A0A5N7D8W9	A0A5N7DA37	none	1	#FF0000	02	normal-normal
A0A0F0IIL0	A0A0F0INU9	none	1	#FF0000	04	complement-complement
A0A0F0IIL0	A0A0F0INU4	none	1	#FF0000	06	complement-normal
A0A0F0IIL0	A0A0F0IIM5	none	1	#FF0000	08	complement-complement
A0A0F0IIL0	A0A0F0INV4	none	1	#FF0000	10	complement-complement
A0A0L1JI44	A0A0L1JHU4	none	1	#FF0000	10	normal-complement
A0A0L1JI44	A0A0L1JIW1	none	1	#FF0000	05	normal-normal
A0A1S9DEG1	A0A1S9DEV2	none	1	#FF0000	05	complement-complement
A0A1S9DEG1	A0A1S9DES8	none	1	#FF0000	07	complement-normal
A0A1S9DEG1	A0A1S9DEA7	none	1	#FF0000	08	complement-complement
A0A1S9DEG1	A0A1S9DEH4	none	1	#FF0000	10	complement-complement
A0A2G7FQ55	A0A2G7FP98	none	1	#FF0000	05	complement-complement
A0A2G7FQ55	A0A2G7FPD2	none	1	#FF0000	06	complement-normal
A0A2G7FQ55	A0A2G7FP74	none	1	#FF0000	09	complement-normal
A0A2G7FQ55	A0A2G7FRL8	none	1	#FF0000	10	complement-normal
A0A5N6FAT9	A0A5N6FA41	none	1	#FF0000	09	normal-normal
A0A5N6FAT9	A0A5N6FAX2	none	1	#FF0000	08	normal-complement
A0A5N6FAT9	A0A5N6FA20	none	1	#FF0000	06	normal-complement
A0A5N6FAT9	A0A5N6FA30	none	1	#FF0000	05	normal-normal
A0A5N6V8S0	A0A5N6V953	none	1	#FF0000	01	complement-normal
A0A5N6V8S0	A0A5N6V9C3	none	1	#FF0000	05	complement-complement
A0A5N6V8S0	A0A5N6V8S6	none	1	#FF0000	08	complement-complement
A0A5N6V8S0	A0A5N6V9L7	none	1	#FF0000	09	complement-normal
A0A5N6Y7D7	A0A2G7FP98	none	1	#FF0000	05	complement-complement
A0A5N6Y7D7	A0A5N6Y855	none	1	#FF0000	06	complement-normal
A0A5N6Y7D7	A0A2G7FP74	none	1	#FF0000	09	complement-normal
A0A5N6Y7D7	A0A5N6Y7E7	none	1	#FF0000	10	complement-complement
A0A5N6WXH7	A0A5N6WW11	none	1	#FF0000	04	complement-complement
A0A5N6WXH7	A0A5N6WW24	none	1	#FF0000	06	complement-complement
A0A5N6WXH7	A0A5N6WVP5	none	1	#FF0000	07	complement-normal
A0A5N6WXH7	A0A5N6WXI6	none	1	#FF0000	10	complement-normal
A0A5N6J5H8	A0A5N6J4Y6	none	1	#FF0000	04	complement-normal
A0A5N6J5H8	A0A5N6J6M6	none	1	#FF0000	05	complement-complement
A0A5N6J5H8	A0A5N6J874	none	1	#FF0000	08	complement-normal
A0A5N6J5H8	A0A5N6J7H8	none	1	#FF0000	09	complement-complement
A0A5N6J5H8	A0A5N6J5I8	none	1	#FF0000	10	complement-complement
A0A2P2HVA1	A0A2P2HV24	none	1	#FF0000	07	normal-normal
A0A5N7AJY0	A0A5N7AHD9	none	1	#FF0000	08	normal-complement
A0A5N7AJY0	A0A5N7AHG0	none	1	#FF0000	07	normal-normal
A0A5N7AJY0	A0A5N7AHS5	none	1	#FF0000	04	normal-complement
A0A3M7K3N8	A0A3M7K3H7	none	1	#FF0000	10	normal-complement
A0A3M7K3N8	A0A3M7K1F9	none	1	#FF0000	07	normal-complement
A0A3M7K3N8	A0A3M7K6B7	none	1	#FF0000	06	normal-normal
A0A3M7K3N8	A0A3M7K3E7	none	1	#FF0000	06	normal-normal
A0A5N6U3X4	A0A5N6U3W6	none	1	#FF0000	10	normal-normal
A0A5N6U3X4	A0A5N6U412	none	1	#FF0000	09	normal-normal
A0A5N6U3X4	A0A5N6U4J3	none	1	#FF0000	08	normal-complement
A0A5N7CN05	A0A5N7CMR6	none	1	#FF0000	09	complement-normal
A0A5N7CN05	A0A5N6G2Q6	none	1	#FF0000	07	complement-complement
A0A5N7CN05	A0A5N7CP78	none	1	#FF0000	04	complement-complement
A0A5N7CN05	A0A5N7CMS5	none	1	#FF0000	01	complement-normal
A0A5N7CN05	A0A5N7CPE0	none	1	#FF0000	07	complement-normal
A0A5N7CN05	A0A5N7CNU4	none	1	#FF0000	08	complement-normal
A0A5N7CN05	A0A5N7CMT2	none	1	#FF0000	09	complement-complement
A0A8H6ADN6	A0A8H6ADD3	none	1	#FF0000	09	complement-normal
A0A8H6ADN6	A0A8H6EA16	none	1	#FF0000	07	complement-complement
A0A8H6ADN6	A0A8H6EA29	none	1	#FF0000	04	complement-complement
A0A8H6ADN6	A0A8H6AB10	none	1	#FF0000	01	complement-normal
A0A8H6ADN6	A0A8H6AFM2	none	1	#FF0000	07	complement-normal
A0A8H6ADN6	A0A8H6EA69	none	1	#FF0000	10	complement-normal
A0A5N6G5Y9	A0A5N6G4R2	none	1	#FF0000	09	normal-normal
A0A5N6G5Y9	A0A5N6G2L7	none	1	#FF0000	08	normal-complement
A0A5N6G5Y9	A0A5N6G338	none	1	#FF0000	06	normal-complement
A0A5N6G5Y9	A0A5N6G7Y4	none	1	#FF0000	01	normal-complement
A0A5N6G5Y9	A0A5N6G354	none	1	#FF0000	04	normal-normal
A0A5N6G5Y9	A0A5N6G2Q6	none	1	#FF0000	07	normal-normal
A0A5N6G5Y9	A0A5N6G800	none	1	#FF0000	09	normal-complement
Q0CCB8	Q0CCC7	none	1	#FF0000	09	normal-normal
Q0CCB8	Q0CCC5	none	1	#FF0000	07	normal-normal
Q0CCB8	Q0CCC4	none	1	#FF0000	06	normal-complement
A0A5M3ZAB2	A0A5M3Z990	none	1	#FF0000	09	normal-normal
A0A5M3ZAB2	A0A5M3Z9C8	none	1	#FF0000	07	normal-normal
A0A5M3ZAB2	A0A5M3Z9C6	none	1	#FF0000	06	normal-complement
A0A5M3ZAB2	A0A5M3ZAC2	none	1	#FF0000	10	normal-normal
A0A5N6ZH75	A0A5N6ZFU3	none	1	#FF0000	08	normal-normal
A0A5N6ZH75	A0A5N6ZHL9	none	1	#FF0000	07	normal-normal
A0A5N6ZH75	A0A5N6ZF20	none	1	#FF0000	05	normal-complement
A0A5N6ZH75	A0A5N6ZHM8	none	1	#FF0000	03	normal-normal
A0A5N6ZH75	A0A5N6ZFM2	none	1	#FF0000	09	normal-complement
A0A2I2FA92	A0A2I2FA63	none	1	#FF0000	08	normal-normal
A0A2I2FA92	A0A2I2FA69	none	1	#FF0000	07	normal-complement
A0A2I2FA92	A0A2I2FA66	none	1	#FF0000	06	normal-complement
A0A2I2FA92	A0A2I2FA84	none	1	#FF0000	08	normal-complement
A0A2I2FA92	A0A2I2FA85	none	1	#FF0000	09	normal-normal
A0A2I1CS75	A0A2I1CS54	none	1	#FF0000	08	normal-normal
A0A2I1CS75	A0A2I1CS49	none	1	#FF0000	07	normal-complement
A0A2I1CS75	A0A2I1CS56	none	1	#FF0000	06	normal-complement
A0A2I1CS75	A0A2I1CS64	none	1	#FF0000	09	normal-complement
A0A2I1CS75	A0A2I1CS81	none	1	#FF0000	10	normal-normal
A0A2J5I6P1	A0A2J5I6N4	none	1	#FF0000	10	complement-normal
A0A2J5I6P1	A0A2J5I6P9	none	1	#FF0000	06	complement-normal
A0A2J5I6P1	A0A2J5I6Y5	none	1	#FF0000	07	complement-normal
A0A2J5I6P1	A0A2J5I6U2	none	1	#FF0000	08	complement-complement
A0A1U8QTJ8	A0A1U8QTG3	none	1	#FF0000	08	complement-normal
G5EAZ9	Q5B7U9	none	1	#FF0000	01	normal-complement
G5EAZ9	C8VHP5	none	1	#FF0000	05	normal-normal
G5EAZ9	Q5B7V6	none	1	#FF0000	10	normal-complement
A0A2I2GFH4	A0A2I2GFI1	none	1	#FF0000	07	complement-complement
A0A2I2GFH4	A0A2I2GFI6	none	1	#FF0000	09	complement-complement
A0A0C3I3M5	A0A0C3I3L5	none	1	#FF0000	10	normal-normal
A0A0C3I3M5	A0A0C3E3N9	none	1	#FF0000	04	normal-normal
A0A0C3I3M5	A0A0C3DCA5	none	1	#FF0000	03	normal-complement
A0A0C3I3M5	A0A0C3HL77	none	1	#FF0000	01	normal-complement
A0A0C3I3M5	A0A0C3DCB0	none	1	#FF0000	02	normal-normal
A0A0C3I3M5	A0A0C3I1P1	none	1	#FF0000	03	normal-complement
A0A0C3I3M5	A0A0C3I3M9	none	1	#FF0000	05	normal-normal
A0A0C3I3M5	A0A0C3I1P7	none	1	#FF0000	08	normal-complement
A0A0C3I3M5	A0A0C3HL83	none	1	#FF0000	09	normal-complement
A0A7R7VV20	A0A7R7VUZ6	none	1	#FF0000	10	normal-complement
A0A7R7VV20	A0A7R7VV08	none	1	#FF0000	07	normal-normal
A0A7R7VV20	A0A7R7VV45	none	1	#FF0000	06	normal-normal
A0A7R7VV20	A0A7R7ZSD7	none	1	#FF0000	05	normal-complement
A0A7R7VV20	A0A7R7VVC4	none	1	#FF0000	03	normal-complement
A0A7R7VV20	A0A7R7VV05	none	1	#FF0000	06	normal-normal
A0A7R7VV20	A0A7R7VV54	none	1	#FF0000	09	normal-complement
A0A7R7VV20	A0A7R7ZSE5	none	1	#FF0000	10	normal-complement
A0A010S1C4	A0A010R6S3	none	1	#FF0000	09	complement-complement
A0A010S1C4	A0A010RV02	none	1	#FF0000	08	complement-complement
A0A010S1C4	A0A010QW62	none	1	#FF0000	02	complement-complement
A0A010S1C4	A0A010R6V2	none	1	#FF0000	01	complement-complement
A0A010S1C4	A0A010RV37	none	1	#FF0000	02	complement-complement
A0A010S1C4	A0A010RV41	none	1	#FF0000	07	complement-complement
A0A135SEJ8	A0A135SEI7	none	1	#FF0000	09	complement-complement
A0A135SEJ8	A0A135SEJ0	none	1	#FF0000	08	complement-complement
A0A135SEJ8	A0A135SEL3	none	1	#FF0000	02	complement-complement
A0A135SEJ8	A0A135SEL8	none	1	#FF0000	06	complement-normal
A0A135SEJ8	A0A135SEN2	none	1	#FF0000	07	complement-complement
A0A135SS03	A0A135SS85	none	1	#FF0000	02	normal-normal
A0A135SS03	A0A135SS23	none	1	#FF0000	07	normal-normal
A0A135SS03	A0A135SSA1	none	1	#FF0000	08	normal-normal
A0A1G4AYK0	A0A1G4AYJ0	none	1	#FF0000	10	normal-normal
A0A1G4AYK0	A0A1G4AYI2	none	1	#FF0000	05	normal-normal
A0A1G4AYK0	A0A1G4AYI1	none	1	#FF0000	08	normal-normal
A0A135V9B7	A0A135V908	none	1	#FF0000	02	complement-complement
A0A135V9B7	A0A135V8W7	none	1	#FF0000	01	complement-complement
A0A135V9B7	A0A135V8R3	none	1	#FF0000	06	complement-complement
A0A135V9B7	A0A135V8N7	none	1	#FF0000	07	complement-normal
A0A135V9B7	A0A135V8R9	none	1	#FF0000	09	complement-normal
A0A135V9B7	A0A135V9C8	none	1	#FF0000	10	complement-complement
A0A439CSX5	A0A439CSX3	none	1	#FF0000	01	normal-complement
A0A439CSX5	A0A439CSZ4	none	1	#FF0000	02	normal-normal
A0A439CSX5	A0A439CT01	none	1	#FF0000	04	normal-normal
A0A1V1T6Z8	A0A1V1T6Y8	none	1	#FF0000	10	complement-normal
A0A1V1T6Z8	A0A1V1T7C1	none	1	#FF0000	07	complement-complement
A0A1V1T6Z8	A0A1V1T709	none	1	#FF0000	05	complement-normal
A0A1V1T6Z8	A0A1V1T743	none	1	#FF0000	04	complement-complement
A0A1V1T6Z8	A0A1V1T700	none	1	#FF0000	02	complement-complement
A0A1V1T6Z8	A0A1V1T758	none	1	#FF0000	01	complement-normal
A0A1V1T6Z8	A0A1V1T763	none	1	#FF0000	09	complement-normal
A0A4Q4TLS4	A0A4V1XC07	none	1	#FF0000	02	complement-complement
A0A4Q4TLS4	A0A4Q4TR63	none	1	#FF0000	01	complement-normal
A0A4Q4VUG7	A0A4Q4VS87	none	1	#FF0000	01	normal-complement
A0A4Q4VUG7	A0A4Q4VS61	none	1	#FF0000	02	normal-normal
A0A4Q4VUG7	A0A4V1XKB4	none	1	#FF0000	06	normal-normal
A0A4Q4VUG7	A0A4Q4VSD2	none	1	#FF0000	09	normal-complement
A0A4Q4VUG7	A0A4Q4VUH2	none	1	#FF0000	10	normal-complement
A0A4Q4VRN4	A0A4Q4VRH4	none	1	#FF0000	09	normal-normal
A0A4Q4VRN4	A0A4Q4VRI4	none	1	#FF0000	01	normal-complement
